"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","ZhviRecordCnt","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI","BottomMonth","BottomQuarter","BottomZHVI","PctFallFromPeakToBottom"
2014-02-28,"Kingfield","MN","Minneapolis-St Paul","Hennepin","Minneapolis",1552,254300,-0.00235386426049431,0.00593354430379747,0.104211897524967,0.0141906510255903,0.00668869558622887,2258,"2007-02","2007-Q1",265900,-0.0436254230913877,"2005-07","2012-03","2012-Q1",208600,-0.215494546822114
2014-02-28,"Mission-Foothill","CA","San Francisco","Alameda","Hayward",1553,356500,0.00962900028320589,0.0354342143479524,0.272305496074233,0.0381760861119511,-0.00486048692370933,983,"2006-08","2006-Q3",550000,-0.351818181818182,"2003-11","2011-10","2011-Q4",230900,-0.580181818181818
2014-02-28,"Cedar Hills","FL","Jacksonville","Duval","Jacksonville",1554,63400,0.00794912559618442,0.0225806451612903,0.012779552715655,-0.0971765018395545,-0.0279743694400466,2510,"2006-11","2006-Q4",132800,-0.522590361445783,"1999-10","2013-06","2013-Q2",58900,-0.556475903614458
2014-02-28,"Milwood","MI","Kalamazoo","Kalamazoo","Kalamazoo",1555,89400,-0.00111731843575419,-0.00556173526140156,0.0480656506447831,-0.0141445148019111,-0.0184505556260405,2287,"2005-03","2005-Q1",111000,-0.194594594594595,"2002-06","2012-07","2012-Q3",82100,-0.26036036036036
2014-02-28,"Morena","CA","San Diego","San Diego","San Diego",1556,389500,0.00180041152263374,0.00645994832041344,0.139221994735303,0.0442358250579198,-0.00458077538069113,1407,"2006-04","2006-Q2",479200,-0.187186978297162,"2004-01","2012-06","2012-Q2",300800,-0.37228714524207
2014-02-28,"Mount Scott","OR","Portland","Multnomah","Portland",1557,220000,0.0096374483708123,0.0251630941286114,0.172083111347896,0.0189393779222728,0.0428586284746701,2588,"2007-07","2007-Q3",222700,-0.0121239335428828,"2007-04","2011-11","2011-Q4",163600,-0.265379434216435
2014-02-28,"South San Pedro","NM","Albuquerque","Bernalillo","Albuquerque",1558,135000,0.00671140939597316,0.0188679245283019,-0.0398293029871977,-0.0201975633331337,0.0251573735029091,1316,"2009-06","2009-Q2",156900,-0.139579349904398,"2006-01","2012-05","2012-Q2",126600,-0.193116634799235
2014-02-28,"Crystal Springs","FL","Jacksonville","Duval","Jacksonville",1559,151000,0.00398936170212766,0.0314207650273224,0.172360248447205,-0.0329081009969497,-0.00514913406591799,2345,"2006-09","2006-Q3",237000,-0.362869198312236,"2003-04","2012-08","2012-Q3",127500,-0.462025316455696
2014-02-28,"Prospect Park","MN","Minneapolis-St Paul","Hennepin","Minneapolis",1560,278900,-0.00499464859079558,-0.0155312389692905,0.0268777614138439,0.00576343982947747,0.00436998427795077,891,"2005-12","2005-Q4",311500,-0.104654895666132,"2004-09","2011-11","2011-Q4",247400,-0.20577849117175
2014-02-28,"Lyndale","MN","Minneapolis-St Paul","Hennepin","Minneapolis",1561,185500,0.00161987041036717,0.00596529284164859,0.1121103117506,-0.00299182626421091,-0.00349001446533226,984,"2007-02","2007-Q1",224600,-0.174087266251113,"2003-10","2011-09","2011-Q3",152300,-0.321905609973286
2014-02-28,"Cherry Hill","MD","Baltimore","Baltimore City","Baltimore",1562,72900,0,-0.00545702592087312,0.197044334975369,-0.0412684844858173,0.0280168655224451,1044,"2008-04","2008-Q2",92400,-0.211038961038961,"2007-01","2013-03","2013-Q1",60200,-0.348484848484849
2014-02-28,"Stockyards","OH","Cleveland","Cuyahoga","Cleveland",1563,38000,-0.0155440414507772,-0.054726368159204,-0.00783289817232376,-0.0460454054492614,-0.0359483465815177,1286,"2007-04","2007-Q2",60300,-0.369817578772803,"1997-04","2014-02","2014-Q1",38000,-0.369817578772803
2014-02-28,"Collister","ID","Boise City","Ada","Boise",1564,185800,0.00541125541125541,0.0108813928182807,0.147621988882026,0.00569338313032364,0.0326848634151091,2897,"2007-08","2007-Q3",211400,-0.121097445600757,"2006-02","2011-04","2011-Q2",141400,-0.33112582781457
2014-02-28,"Princeton Heights","MO","St. Louis","Saint Louis City","Saint Louis",1565,117700,-0.000848896434634975,-0.00254237288135593,-0.0304777594728171,-0.0187753784025055,-0.0105731727245633,2682,"2006-10","2006-Q4",151300,-0.22207534699273,"2003-05","2012-02","2012-Q1",115200,-0.238598810310641
2014-02-28,"Old Town","NY","New York","Richmond","New York",1566,435500,0.000459453250631748,0.00554144539367352,0.0629729070051257,0.0026850995420904,0.0189105689035995,1191,"2006-10","2006-Q4",474600,-0.0823851664559629,"2005-05","2012-05","2012-Q2",407900,-0.140539401601349
2014-02-28,"Foster-Powell","OR","Portland","Multnomah","Portland",1567,233500,0.00820379965457686,0.0218818380743982,0.142367906066536,0.0213442929538485,0.0425690459517498,2433,"2014-02","2014-Q1",233500,0,"2014-02",,,,
2014-02-28,"Montecito Heights","CA","Los Angeles","Los Angeles","Los Angeles",1568,424200,0.00712250712250712,0.0184873949579832,0.262124367747694,0.0435324779259474,0.0447150790211526,1429,"2006-09","2006-Q3",494700,-0.14251061249242,"2005-07","2011-10","2011-Q4",271300,-0.451586820295128
2014-02-28,"Wilburton","WA","Seattle","King","Bellevue",1569,520000,0.00386100386100386,0.014832162373146,0.079734219269103,0.0169862693218279,0.042792079311369,2151,"2007-11","2007-Q4",571600,-0.0902729181245626,"2006-08","2011-09","2011-Q3",409300,-0.283939818054584
2014-02-28,"Columbia City","WA","Seattle","King","Seattle",1570,376900,0.00266028198989093,0.0156292104554029,0.0905671296296296,0.0142250341358012,0.0362052148952559,1955,"2007-08","2007-Q3",398300,-0.05372834546824,"2006-10","2011-10","2011-Q4",294400,-0.260858649259352
2014-02-28,"Cheswolde","MD","Baltimore","Baltimore City","Baltimore",1571,242800,0.0066334991708126,0.0180293501048218,0.127205199628598,-0.0238880628480561,0.0197854576454268,1355,"2006-02","2006-Q1",288900,-0.15957078573901,"2005-03","2012-04","2012-Q2",211100,-0.269297334717895
2014-02-28,"Glencliff","TN","Nashville","Davidson","Nashville",1572,121700,-0.000821018062397373,0.00912106135986733,0.0304826418289585,0.00877179407291195,0.0230495769476791,1601,"2014-01","2014-Q1",121800,-0.000821018062397373,"2014-01","2014-02","2014-Q1",121700,-0.000821018062397373
2014-02-28,"Brookvale","CA","San Francisco","Alameda","Fremont",1573,749500,-0.000666666666666667,0.00093482905982906,0.161115414407436,0.0522866292919715,0.0355537949696552,1969,"2014-01","2014-Q1",750000,-0.000666666666666667,"2013-12","2014-02","2014-Q1",749500,-0.000666666666666667
2014-02-28,"Starmount Forest","NC","Charlotte","Mecklenburg","Charlotte",1574,67200,0.037037037037037,0.123745819397993,0.174825174825175,-0.0308536925236227,-0.0127489792313069,1247,"2007-06","2007-Q2",83200,-0.192307692307692,"1999-04","2012-10","2012-Q4",54600,-0.34375
2014-02-28,"Catholic University","DC","Washington","District of Columbia","Washington",1575,290700,0.00762564991334489,0.0257586450247001,0.107428571428571,0.00602411032014705,0.0500968817744347,715,"2006-06","2006-Q2",323500,-0.101391035548686,"2005-10","2011-09","2011-Q3",237000,-0.267387944358578
2014-02-28,"Wellswood","FL","Tampa","Hillsborough","Tampa",1576,129900,0.00854037267080745,0.0276898734177215,0.219718309859155,-0.019717047847305,0.00337193920385448,2009,"2006-10","2006-Q4",210700,-0.383483626008543,"2004-06","2012-01","2012-Q1",90100,-0.572377788324632
2014-02-28,"The Islands","AZ","Phoenix","Maricopa","Gilbert",1577,260700,-0.00458190148911798,-0.00305927342256214,0.140419947506562,0.0185581688599052,0.0261946014875991,2626,"2006-04","2006-Q2",360200,-0.27623542476402,"2005-03","2011-09","2011-Q3",177500,-0.507218212104386
2014-02-28,"Hartford","RI","Providence","Providence","Providence",1578,110100,0,0.0138121546961326,0.142116182572614,-0.0369419459273668,-0.0338121177925904,704,"2006-05","2006-Q2",213300,-0.483825597749648,"2002-04","2012-11","2012-Q4",95600,-0.551804969526488
2014-02-28,"East","OH","Columbus","Franklin","Columbus",1579,132400,0.000755857898715042,0.00303030303030303,0.0482977038796516,-0.0125075712995644,-0.00986580088766231,2054,"2006-10","2006-Q4",151200,-0.124338624338624,"1999-03","2012-12","2012-Q4",125400,-0.170634920634921
2014-02-28,"St. Anthony","MN","Minneapolis-St Paul","Ramsey","Saint Paul",1580,258900,-0.0023121387283237,0.011328125,0.0738282870178349,0.0403884150914595,-0.00315058195806761,1540,"2005-05","2005-Q2",301000,-0.139867109634551,"2003-12","2008-12","2008-Q4",203800,-0.322923588039867
2014-02-28,"Schorsch Village","IL","Chicago","Cook","Chicago",1581,223200,0.00224517287831163,0.0131638674534725,0.201938610662359,-0.0348398208099119,-0.0215751534154963,2063,"2006-08","2006-Q3",358700,-0.37775299693337,"2001-07","2012-04","2012-Q2",176200,-0.508781711736827
2014-02-28,"Cleveland Heights","CA","San Francisco","Alameda","Oakland",1582,631000,0,0.00302018756954379,0.0702170963364993,0.017701241144952,0.0159781434722936,886,"2005-07","2005-Q3",673900,-0.0636592966315477,"2004-12","2012-01","2012-Q1",462100,-0.31428995399911
2014-02-28,"Virginia Highland","GA","Atlanta","Fulton","Atlanta",1583,542500,0.0130718954248366,0.0601915184678523,0.2109375,0.0572949539522247,0.0405103342020572,2491,"2014-02","2014-Q1",542500,0,"2014-02",,,,
2014-02-28,"Silver Lake","WA","Seattle","Snohomish","Everett",1584,282500,-0.00493131384290243,0.00319602272727273,0.116600790513834,-0.0075430701946011,0.0210394066705859,1442,"2007-08","2007-Q3",349900,-0.192626464704201,"2005-09","2011-12","2011-Q4",212100,-0.393826807659331
2014-02-28,"Country Club","NY","New York","Bronx","New York",1585,426900,0.00234796900680911,0.00399811853245532,-0.00813197026022305,-0.0176273020643107,0.00136888192432072,1005,"2007-04","2007-Q2",553400,-0.228586917238887,"2004-12","2012-05","2012-Q2",423300,-0.235092157571377
2014-02-28,"Greenfield","PA","Pittsburgh","Allegheny","Pittsburgh",1586,133700,0.00905660377358491,0.0348297213622291,0.118828451882845,0.0595939403149315,0.0557741852306928,2752,"2014-02","2014-Q1",133700,0,"2014-02",,,,
2014-02-28,"Federal Hill","RI","Providence","Providence","Providence",1587,139400,0.00215672178289001,0.00577200577200577,0.0714834742505765,-0.0212445094001067,-0.021022858931504,448,"2006-04","2006-Q2",226500,-0.384547461368653,"2003-03","2012-11","2012-Q4",127400,-0.437527593818985
2014-02-28,"Sloan Lake","CO","Denver","Denver","Denver",1588,362300,0.00332317917474384,0.00332317917474384,0.0504494056248188,0.0531134841200616,0.0397271329481286,2461,"2013-09","2013-Q3",362400,-0.000275938189845475,"2013-09","2013-12","2013-Q4",360400,-0.00551876379690949
2014-02-28,"Brick Church Bellshire","TN","Nashville","Davidson","Nashville",1589,111900,0.00810810810810811,0.0351526364477336,0.0556603773584906,-0.00388635680201288,0.0117124043709322,1479,"2007-08","2007-Q3",125900,-0.11119936457506,"2005-11","2012-07","2012-Q3",103500,-0.177918983320095
2014-02-28,"Lake","CA","San Francisco","San Francisco","San Francisco",1590,1863600,0.0143696930111039,0.0272296328960423,0.187762906309751,0.0401961085278486,0.0259227413566252,1183,"2014-02","2014-Q1",1863600,0,"2014-02",,,,
2014-02-28,"West Hill","NY","Albany","Albany","Albany",1591,81300,-0.00245398773006135,-0.0109489051094891,0.0383141762452107,0.00499400626978441,0.00904415996386287,481,"2008-08","2008-Q3",88800,-0.0844594594594595,"2007-07","2012-01","2012-Q1",69700,-0.21509009009009
2014-02-28,"Woodlawn","NY","New York","Bronx","New York",1592,368400,0.00408830744071954,0.00436205016357688,0.0397967823878069,-0.0134966397592523,,428,"2007-08","2007-Q3",493800,-0.253948967193196,"2004-08","2013-02","2013-Q1",354300,-0.282503037667072
2014-02-28,"Brookland","DC","Washington","District of Columbia","Washington",1593,467300,0.0123483535528596,0.0382137302821595,0.18724593495935,0.0631816387473882,0.0546042685264139,2491,"2014-02","2014-Q1",467300,0,"2014-02",,,,
2014-02-28,"Fair Haven Heights","CT","New Haven","New Haven","New Haven",1594,140100,-0.0070871722182849,-0.00779036827195467,-0.0182200420462509,-0.0447088467302645,-0.00176714222598628,1016,"2006-12","2006-Q4",215300,-0.349280074314909,"2004-01","2014-02","2014-Q1",140100,-0.349280074314909
2014-02-28,"Lincoln Creek","WI","Milwaukee","Milwaukee","Milwaukee",1595,56900,-0.0104347826086957,-0.00350262697022767,-0.0702614379084967,-0.087826407800324,-0.0300496667104013,1695,"2006-11","2006-Q4",106400,-0.465225563909774,"2000-09","2011-09","2011-Q3",55300,-0.480263157894737
2014-02-28,"Old Town","VA","Washington","Alexandria City","Alexandria",1596,839800,0.00731678061652873,0.0220275039552148,0.059417181783777,0.0204115736056527,0.0214065556057386,3254,"2005-08","2005-Q3",896400,-0.0631414547077198,"2005-04","2011-01","2011-Q1",746500,-0.167224453369032
2014-02-28,"East Ukrainian Village","IL","Chicago","Cook","Chicago",1597,399400,0.0027617373838815,0.00477987421383648,0.137567644545713,0.00400357408635799,0.0108620443656833,1200,"2008-03","2008-Q1",420700,-0.0506299025433801,"2005-09","2012-05","2012-Q2",332000,-0.210839077727597
2014-02-28,"South Hampton","MO","St. Louis","Saint Louis City","Saint Louis",1598,141000,-0.00212314225053079,-0.00564174894217207,-0.00564174894217207,-0.0141322785512733,-0.00819934174355319,2202,"2007-03","2007-Q1",168000,-0.160714285714286,"2003-01","2011-12","2011-Q4",136600,-0.186904761904762
2014-02-28,"Sexton Mountain","OR","Portland","Washington","Beaverton",1599,326100,0.0049306625577812,0.0184259837601499,0.115634621963736,0.00862088056142474,0.0306171131337143,2712,"2007-02","2007-Q1",360100,-0.0944182171618995,"2006-01","2011-10","2011-Q4",264200,-0.266314912524299
2014-02-28,"Dayton Triangle","CO","Denver","Arapahoe","Aurora",1600,125600,-0.00554235946159937,0.00319488817891374,0.0865051903114187,0.000798085613226585,-0.0193476797248621,1524,"2005-01","2005-Q1",155300,-0.191242755956214,"2000-03","2011-12","2011-Q4",105600,-0.320025756600129
2014-02-28,"Lone Mountain","CA","San Francisco","San Francisco","San Francisco",1601,1242300,0.00169327527818094,-0.0051253303435573,0.14213477981061,0.0602328229336062,0.0457938133551474,736,"2013-09","2013-Q3",1269100,-0.0211173272397762,"2013-08","2013-12","2013-Q4",1238600,-0.02403277913482
2014-02-28,"Fairview","AK","Anchorage","Anchorage","Anchorage",1602,200300,0.026652998462327,0.0868149755832881,0.115877437325905,0.000600180486276081,0.0372098080914183,780,"2009-11","2009-Q4",215200,-0.0692379182156134,"2009-03","2013-02","2013-Q1",179500,-0.16589219330855
2014-02-28,"Delaware Avenue","NY","Albany","Albany","Albany",1603,123700,-0.00402576489533011,-0.0182539682539683,-0.00881410256410256,-0.0291232305894671,0.0227306596092025,1356,"2009-02","2009-Q1",143400,-0.137377963737796,"2005-10","2014-02","2014-Q1",123700,-0.137377963737796
2014-02-28,"Alki","WA","Seattle","King","Seattle",1604,540500,0.000555349870418364,0.00595570444816676,0.0873063769865218,0.00238514990181882,0.0251549418892569,3014,"2007-07","2007-Q3",605300,-0.107054353213283,"2005-12","2012-02","2012-Q1",456100,-0.246489344126879
2014-02-28,"Grant City","NY","New York","Richmond","New York",1605,393400,0.0038275070170962,0.00897666068222621,0.0339027595269382,-0.0021718473708533,0.0138631869192241,1770,"2006-10","2006-Q4",447800,-0.121482804823582,"2005-02","2013-03","2013-Q1",380400,-0.150513622152747
2014-02-28,"Hillyard","WA","Spokane","Spokane","Spokane",1606,93600,0.00321543408360129,0.00862068965517241,0.0207197382769902,-0.0350847895931542,0.0205123128796234,1757,"2007-11","2007-Q4",116300,-0.19518486672399,"2005-08","2012-08","2012-Q3",90900,-0.218400687876182
2014-02-28,"Brighton Heights","PA","Pittsburgh","Allegheny","Pittsburgh",1607,92700,0.00324675324675325,0,0.0334448160535117,0.0139410949606278,0.0250241951313921,2537,"2012-01","2012-Q1",93100,-0.00429645542427497,"2011-11","2012-10","2012-Q4",87900,-0.0558539205155747
2014-02-28,"Brighton","WA","Seattle","King","Seattle",1608,283600,0.00674476393326234,0.0234572356549982,0.14170692431562,-0.0111805636802382,0.0197158005523794,1594,"2007-03","2007-Q1",353700,-0.198190556969183,"2005-09","2012-02","2012-Q1",225700,-0.361888606163415
2014-02-28,"Springdale","CT","Stamford","Fairfield","Stamford",1609,383100,-0.00648340248962656,-0.0192012288786482,-0.010077519379845,-0.0185972193140289,-0.00822891203739973,2400,"2006-08","2006-Q3",506300,-0.243333991704523,"2003-01","2012-03","2012-Q1",366500,-0.276120876950425
2014-02-28,"Cobble Hill","NY","New York","Kings","New York",1610,897600,0.0099009900990099,0.0252427184466019,0.12396694214876,0.0609631342316577,,584,"2014-02","2014-Q1",897600,0,"2014-02",,,,
2014-02-28,"Blacow","CA","San Francisco","Alameda","Fremont",1611,627300,0.00207667731629393,0.011937409259558,0.213815789473684,0.0467012535710889,0.0299492855954515,1953,"2005-11","2005-Q4",648400,-0.0325416409623689,"2005-07","2012-03","2012-Q1",426900,-0.341610117211598
2014-02-28,"Tri-Village","OH","Columbus","Franklin","Columbus",1612,147400,-0.00405405405405405,-0.00606877950101146,0.00820793433652531,0.0129730428259063,0.0118651041189779,1004,"2013-07","2013-Q3",152100,-0.0309007232084155,"2013-04","2014-02","2014-Q1",147400,-0.0309007232084155
2014-02-28,"Mission Valley","CA","San Francisco","Alameda","Fremont",1613,1112300,0.00026978417266187,0.00879738799201886,0.132919128132002,0.0501244165992509,0.0496861744711417,2068,"2014-02","2014-Q1",1112300,0,"2014-02",,,,
2014-02-28,"St. Claire-Superior","OH","Cleveland","Cuyahoga","Cleveland",1614,51800,0.00778210116731518,0.0237154150197628,0.215962441314554,-0.0115573347757165,-0.00934656595021965,1262,"2006-04","2006-Q2",65500,-0.209160305343511,"2001-10","2013-03","2013-Q1",42600,-0.349618320610687
2014-02-28,"Allendale, Lakeside","LA","Shreveport","Caddo","Shreveport",1615,47300,0.0106837606837607,0.0534521158129176,0.251322751322751,0.0442085214155017,,3268,"2014-02","2014-Q1",47300,0,"2014-02",,,,
2014-02-28,"Historic Old Northeast","FL","Tampa","Pinellas","Saint Petersburg",1616,387300,0.0154693235448348,0.0470397404703974,0.219458438287154,0.0404136859867537,0.0327150554506854,2393,"2006-11","2006-Q4",424400,-0.0874175306314797,"2005-08","2011-10","2011-Q4",256500,-0.395617342130066
2014-02-28,"Sunnyside","OR","Portland","Multnomah","Portland",1617,395400,0.00329865516366404,0.00661914460285132,0.085667215815486,0.0338326485857483,0.0528276795975668,1996,"2014-02","2014-Q1",395400,0,"2014-02",,,,
2014-02-28,"Butts Station","VA","Virginia Beach","Chesapeake City","Chesapeake",1618,312300,-0.00064,-0.00636334712058543,0.0162707452001302,-0.0141117601744079,0.028889882734866,2008,"2006-08","2006-Q3",376100,-0.169635735176815,"2005-04","2011-11","2011-Q4",294400,-0.217229460249934
2014-02-28,"Shannon Park","NC","Charlotte","Mecklenburg","Charlotte",1619,82200,0.00611995104039168,0.0339622641509434,0.184438040345821,-0.0214224036127788,-0.0148851981918617,2094,"2006-11","2006-Q4",99200,-0.171370967741935,"1999-07","2012-10","2012-Q4",66800,-0.326612903225806
2014-02-28,"Acredale","VA","Virginia Beach","Virginia Beach City","Virginia Beach",1620,262500,0.00305693542223921,0.00806451612903226,0.0396039603960396,-0.00897238798514821,0.0309139003356316,2494,"2007-07","2007-Q3",310200,-0.153771760154739,"2005-05","2012-04","2012-Q2",249700,-0.195035460992908
2014-02-28,"Holiday Hill","FL","Jacksonville","Duval","Jacksonville",1621,89700,0.0135593220338983,0.0430232558139535,0.184940554821664,-0.0590386749608108,-0.0121853817691856,2068,"2006-12","2006-Q4",159400,-0.437264742785445,"2002-11","2012-08","2012-Q3",72100,-0.547678795483062
2014-02-28,"Grasmere - Concord","NY","New York","Richmond","New York",1622,429000,0.00515463917525773,0.0192444761225944,0.0545722713864307,0.000935017996914089,0.0190855931313882,1695,"2006-10","2006-Q4",458700,-0.0647482014388489,"2005-06","2012-03","2012-Q1",403200,-0.120994113799869
2014-02-28,"Central","CA","San Francisco","San Mateo","San Mateo",1623,646800,0.0134753995612661,0.0415458937198068,0.15810205908684,0.0297179134008569,0.0139904769159847,818,"2006-06","2006-Q2",710600,-0.0897832817337461,"2005-03","2010-08","2010-Q3",478900,-0.326062482409232
2014-02-28,"Downtown","WA","Seattle","King","Seattle",1624,508100,0.000787866850502265,0.00137958218368151,0.0323039414872003,-0.00625749203403436,0.0388119761603938,1625,"2007-04","2007-Q2",557900,-0.0892633088367091,"2006-10","2011-08","2011-Q3",444400,-0.203441476967198
2014-02-28,"Hampton Heights","WI","Milwaukee","Milwaukee","Milwaukee",1625,53100,0.00378071833648393,0.0114285714285714,-0.0432432432432432,-0.0965061781146929,-0.0371042233425886,1811,"2006-12","2006-Q4",106700,-0.502343017806935,"1999-11","2013-09","2013-Q3",52100,-0.511715089034677
2014-02-28,"Somerset","CA","Los Angeles","Los Angeles","Glendale",1626,455900,0.0021982853374368,0.021968168572069,0.223235846525356,0.0368735995426788,0.0298581365030903,762,"2007-03","2007-Q1",536300,-0.149916091739698,"2005-06","2011-11","2011-Q4",330900,-0.382994592578781
